Wall time,Step,Value
1500304447.5563614,1208,0.953125
1500304459.9964805,1232,0.8828125
1500304460.9596636,1234,0.9296875
1500304461.9274652,1236,0.828125
1500304465.7916384,1244,0.90625
1500304467.2410438,1247,0.859375
1500304471.2528899,1255,0.921875
1500304472.7150493,1258,0.984375
1500304474.1628344,1261,0.90625
1500304480.6779056,1274,0.875
1500304484.1075118,1281,0.890625
1500304487.0288708,1287,0.9375
1500304490.0081465,1293,0.9453125
1500304490.489165,1294,0.890625
1500304493.4537232,1300,0.9453125
1500304498.4819627,1310,0.9296875
1500304501.000638,1315,0.9296875
1500304501.5215464,1316,0.8984375
1500304503.0779865,1319,0.9296875
1500304506.1278338,1325,0.875
1500304507.1410089,1327,0.9375
1500304508.7733936,1330,0.921875
1500304510.2480047,1333,0.90625
1500304511.8628902,1336,0.859375
1500304512.5316665,1337,0.9609375
1500304527.1200106,1355,0.90625
1500304534.9791453,1370,0.9453125
1500304542.4391406,1385,0.9296875
1500304543.994396,1388,0.890625
1500304544.487949,1389,0.921875
1500304545.480799,1391,0.90625
1500304545.98205,1392,0.9609375
1500304556.7202878,1413,0.9296875
1500304557.210381,1414,0.9140625
1500304559.7123935,1419,0.9140625
1500304561.1241755,1422,0.9296875
1500304563.2163634,1426,0.9375
1500304564.6438653,1428,0.953125
1500304567.0426435,1432,0.9375
1500304569.2366958,1436,0.9375
1500304571.2928808,1440,0.921875
1500304583.2956707,1465,0.921875
1500304583.7866266,1466,0.953125
1500304589.0594602,1477,0.9375
1500304593.32644,1485,0.9140625
1500304593.809938,1486,0.828125
1500304595.6175265,1489,0.8984375
1500304596.828971,1491,0.9375
1500304597.453802,1492,0.90625
1500304602.9864686,1501,0.9140625
1500304607.2025836,1508,0.9296875
1500304620.6034825,1523,0.9140625
1500304621.0840075,1524,0.9296875
1500304622.519498,1527,0.8984375
1500304631.3855717,1546,0.96875
1500304633.8272607,1551,0.953125
1500304634.2839155,1552,0.96875
1500304635.1950386,1554,0.9375
1500304638.5640981,1561,0.9609375
1500304641.831848,1568,0.9765625
1500304642.309694,1569,0.9140625
1500304646.54057,1578,0.890625
1500304648.3955958,1582,0.9453125
1500304649.3317838,1584,0.9765625
1500304651.225564,1588,0.9609375
1500304655.402685,1597,0.953125
1500304658.7275364,1604,0.921875
1500304659.1860483,1605,0.9453125
1500304661.4888113,1610,0.9296875
1500304665.2462685,1618,0.9453125
1500304669.5964544,1627,0.921875
1500304670.0674121,1628,0.9375
1500304671.9299796,1632,0.90625
1500304674.323245,1637,0.921875
1500304675.753844,1640,0.8984375
1500304676.7052,1642,0.9609375
1500304678.1972005,1645,0.921875
1500304679.9066622,1648,0.953125
1500304681.9630296,1652,0.9296875
1500304687.1850011,1660,0.9609375
1500304692.1640148,1668,0.9609375
1500304694.3616698,1672,0.9453125
1500304695.9607046,1675,0.96875
1500304696.4868705,1676,0.953125
1500304699.6564481,1682,0.96875
1500304700.1935813,1683,0.9296875
1500304709.5427356,1691,0.8984375
1500304711.7791305,1695,0.96875
1500304712.3359153,1696,0.953125
1500304713.0329025,1697,0.9296875
1500304714.2461424,1699,0.8984375
1500304715.8309407,1702,0.9375
1500304719.4943607,1709,0.9609375
1500304720.0513191,1710,0.953125
1500304724.4731083,1718,0.9453125
1500304724.9953125,1719,0.953125
1500304730.4815295,1728,0.9609375
1500304732.6221964,1732,0.96875
1500304733.7301881,1734,0.96875
1500304735.365929,1737,0.9609375
1500304738.1067321,1742,0.9296875
1500304738.6450384,1743,0.953125
1500304739.7083075,1745,0.9453125
1500304740.2531989,1746,0.9375
1500304740.816151,1747,0.921875
1500304743.5687351,1752,0.9296875
1500304751.2820373,1766,0.9453125
1500304756.396667,1775,0.953125
1500304759.7834513,1781,0.9296875
1500304763.6304054,1788,0.9609375
1500304764.161572,1789,0.9609375
1500304769.094614,1798,0.96875
1500304773.0361192,1805,0.9453125
1500304779.6922364,1817,0.9453125
1500304783.746258,1824,0.96875
1500304784.7343636,1826,0.9375
1500304786.6748347,1830,0.9453125
1500304791.7382123,1840,0.921875
1500304792.2217464,1841,0.9140625
1500304793.6884542,1844,0.984375
1500304796.2098336,1849,0.8984375
1500304798.235058,1853,0.96875
1500304809.2556298,1866,0.9375
1500304810.805782,1869,0.9375
1500304814.048101,1875,0.953125
1500304814.5426366,1876,0.90625
1500304815.0369883,1877,0.9375
1500304823.013461,1893,0.9609375
1500304831.9658504,1911,0.890625
1500304834.9172165,1917,0.96875
1500304838.412711,1924,0.9453125
1500304841.4884744,1930,0.9765625
1500304843.5094907,1934,1.0
1500304844.548159,1936,0.9375
1500304845.598312,1938,0.9296875
1500304848.6219473,1944,0.953125
1500304850.171346,1947,0.953125
1500304851.1938581,1949,0.953125
1500304852.6835864,1952,0.9453125
1500304854.2055008,1955,0.953125
1500304855.686106,1958,0.9765625
1500304860.306338,1967,0.96875
1500304861.3231015,1969,0.984375
1500304867.5489159,1981,0.9609375
1500304868.0619535,1982,0.84375
1500304868.5832188,1983,0.953125
1500304875.7897499,1997,0.9453125
1500304877.860584,2001,0.9453125
1500304879.877139,2005,0.9453125
1500304881.9180372,2009,0.9453125
1500304882.4269238,2010,0.9453125
1500304883.9658675,2013,0.9765625
1500304885.005349,2015,0.9296875
1500304886.0416534,2017,0.96875
1500304890.2020805,2025,0.9140625
1500304891.3982847,2027,0.9464285969734192
1500304900.1056478,2030,0.96875
1500304901.8068461,2033,0.984375
1500304903.5077147,2036,0.9765625
1500304904.6460726,2038,0.9609375
1500304906.310647,2041,0.9765625
1500304908.0271018,2044,0.9609375
1500304917.3921041,2060,0.96875
1500304921.4175382,2067,0.9375
1500304924.3452682,2072,0.984375
1500304924.9154503,2073,0.9296875
1500304925.5150807,2074,0.828125
1500304926.6555455,2076,0.90625
1500304927.262025,2077,0.9453125
1500304928.4018853,2079,0.9765625
1500304929.5558076,2081,0.953125
1500304932.029614,2085,0.953125
1500304934.3192797,2089,0.96875
1500304937.1536958,2094,0.9609375
1500304938.5385933,2096,0.953125
1500304943.0378213,2103,1.0
1500304944.800006,2106,0.921875
1500304947.74801,2111,0.9609375
1500304950.090139,2115,0.9296875
1500304953.0487862,2120,0.953125
1500304954.2335968,2122,0.9375
1500304954.8099613,2123,0.9296875
1500304960.6097484,2133,0.9453125
1500304961.2735345,2134,0.9609375
1500304963.6495056,2138,0.9921875
1500304965.3970792,2141,0.953125
1500304967.1330752,2144,0.921875
1500304967.7240841,2145,0.9765625
1500304969.4974902,2148,0.96875
1500304970.1258793,2149,0.9921875
1500304971.357356,2151,0.953125
1500304974.300176,2156,0.953125
1500304974.897033,2157,0.9921875
1500304979.033851,2164,0.96875
1500304979.617738,2165,0.953125
1500304981.9926033,2169,0.9375
1500304983.2005687,2171,0.9609375
1500304984.3664622,2173,0.9453125
1500304986.70997,2177,0.9453125
1500304992.9561234,2187,0.921875
1500304994.1294713,2189,1.0
1500304995.2762585,2191,0.9375
1500304995.885923,2192,0.953125
1500304998.0800083,2196,0.9642857313156128
1500305005.3890848,2199,0.953125
1500305010.158436,2207,0.96875
1500305012.5004196,2211,0.953125
1500305020.5300813,2225,0.9296875
1500305022.698857,2229,0.953125
1500305023.78068,2231,0.953125
1500305026.7620416,2236,0.9609375
1500305027.3176453,2237,0.984375
1500305028.4096572,2239,0.9765625
1500305029.526115,2241,0.984375
1500305030.062328,2242,0.9296875
1500305031.1459231,2244,0.984375
1500305032.2296207,2246,0.953125
1500305032.76851,2247,0.953125
1500305036.6619449,2254,0.8046875
1500305038.3408802,2257,0.9609375
1500305041.1863472,2262,0.9375
1500305047.8024063,2274,0.96875
1500305050.0174654,2278,0.9921875
1500305051.831936,2281,0.9609375
1500305057.4396577,2291,0.9296875
1500305060.844747,2297,0.9765625
1500305061.3953266,2298,0.96875
1500305062.49045,2300,0.9609375
1500305064.1383104,2303,0.953125
1500305065.7944732,2306,0.9765625
1500305066.3606966,2307,0.9765625
1500305066.9151568,2308,0.9296875
1500305072.6762023,2318,0.9765625
1500305073.249113,2319,0.96875
1500305073.814408,2320,0.953125
1500305074.9126053,2322,0.96875
1500305081.8872244,2334,0.953125
1500305082.432919,2335,0.953125
1500305082.9785495,2336,0.984375
1500305083.5505407,2337,0.96875
1500305087.9421523,2345,0.953125
1500305093.105076,2354,0.9765625
1500305107.8198936,2371,0.984375
1500305116.0327177,2385,0.953125
1500305118.2745116,2389,0.9609375
1500305118.8451362,2390,0.9453125
1500305119.9949589,2392,0.921875
1500305124.730129,2400,0.9609375
1500305125.8846893,2402,0.9296875
1500305128.191561,2406,0.984375
1500305133.9618504,2416,0.96875
1500305138.4607685,2424,0.9296875
1500305139.016168,2425,0.9453125
1500305145.2634761,2436,0.953125
1500305149.7800221,2444,0.8984375
1500305153.1601527,2450,0.9296875
1500305153.7220895,2451,0.953125
1500305154.8757663,2453,0.9375
1500305156.04969,2455,0.9296875
1500305159.012897,2460,0.9140625
1500305170.0254295,2479,0.984375
1500305173.6612146,2485,0.9296875
1500305174.2331364,2486,0.96875
1500305179.9093592,2496,0.9765625
1500305181.0406616,2498,0.9765625
1500305182.74944,2501,0.9453125
1500305183.3105135,2502,0.9765625
1500305183.8832433,2503,0.953125
1500305190.31331,2514,0.9375
1500305192.051726,2517,0.96875
1500305195.6660292,2523,0.8828125
1500305198.5941634,2528,0.9296875
1500305199.7394795,2530,0.953125
1500305200.9254615,2532,0.9609375
1500305202.425739,2534,0.9821428656578064
1500305214.2642696,2543,1.0
1500305216.7647862,2547,0.9453125
1500305219.4128768,2551,0.9765625
1500305220.6838636,2553,0.9375
1500305222.637474,2556,0.953125
1500305228.504041,2565,0.96875
1500305229.1223006,2566,0.96875
1500305235.6022577,2576,0.9609375
1500305237.112717,2578,0.96875
1500305244.622861,2590,0.984375
1500305245.2425592,2591,0.9765625
1500305245.8953567,2592,0.9609375
1500305246.5296156,2593,0.9765625
1500305248.4024997,2596,0.984375
1500305251.1659155,2600,0.9453125
1500305255.029327,2606,0.96875
1500305255.6489782,2607,0.9296875
1500305257.5426285,2610,0.984375
1500305262.5473812,2618,0.96875
1500305265.6311104,2623,0.9140625
1500305267.4889233,2626,0.953125
1500305269.4601142,2629,0.984375
1500305270.111764,2630,0.9609375
1500305273.864433,2636,0.984375
1500305275.139291,2638,0.953125
1500305278.9952161,2644,0.96875
1500305280.8941581,2647,0.9765625
1500305282.7764282,2650,0.9609375
1500305285.924662,2655,0.9609375
1500305298.4725552,2674,0.984375
1500305301.0751278,2678,0.9765625
1500305302.4432926,2680,0.984375
1500305306.218127,2685,0.9765625
1500305309.6129348,2690,0.9609375
1500305317.8319662,2703,0.9285714030265808
1500305326.4430006,2707,0.9609375
1500305328.356459,2710,0.9609375
1500305338.3930707,2725,0.9609375
1500305345.5963566,2736,0.8828125
1500305346.23128,2737,0.953125
1500305348.2748585,2740,0.9453125
1500305352.1227512,2746,0.984375
1500305356.8497653,2753,0.9453125
1500305357.4810166,2754,0.9609375
1500305358.1489117,2755,0.9765625
1500305358.7979548,2756,0.921875
1500305359.4483018,2757,0.921875
1500305360.0845048,2758,0.9609375
1500305365.3115385,2766,0.96875
1500305380.507651,2789,0.53125
1500305381.17304,2790,0.6015625
1500305381.8247669,2791,0.6796875
1500305386.469599,2798,0.9140625
1500305393.5347457,2809,0.953125
1500305394.8175898,2811,0.7890625
1500305402.9480455,2823,0.9375
1500305403.548207,2824,0.9765625
1500305405.3527803,2827,0.9609375
1500305406.8341691,2829,0.9765625
1500305407.5933719,2830,0.9375
1500305408.9375215,2832,0.9609375
1500305421.136336,2851,0.96875
1500305424.2094955,2856,0.96875
1500305426.0431442,2859,0.9765625
1500305427.860638,2862,0.984375
1500305433.595304,2871,0.9609375
1500305434.0748413,2872,0.9642857313156128
1500305442.9903488,2878,0.984375
1500305444.1902394,2880,0.9453125
1500305444.7933993,2881,0.9921875
1500305448.5981631,2887,0.953125
1500305450.4484422,2890,0.9765625
1500305454.1520889,2896,0.9453125
1500305455.505221,2898,0.9921875
1500305456.7497988,2900,0.84375
1500305458.6341531,2903,0.9375
1500305464.2818422,2912,0.9453125
1500305467.4947429,2917,0.9921875
1500305468.769285,2919,0.9375
1500305469.4002378,2920,0.953125
1500305470.03926,2921,0.9453125
1500305476.9824293,2932,0.984375
1500305483.2377393,2942,0.96875
1500305488.4787555,2950,0.9765625
1500305499.8448668,2967,0.9296875
1500305504.550904,2974,0.984375
1500305505.2303505,2975,0.984375
1500305507.1978354,2978,0.953125
1500305513.750048,2988,0.9609375
1500305517.7848964,2994,0.9921875
1500305520.4812653,2998,1.0
1500305523.8295486,3003,0.9765625
1500305525.1347814,3005,0.9765625
1500305526.4630666,3007,0.9765625
1500305527.8214517,3009,0.96875
1500305529.3183224,3011,0.9375
1500305532.0558302,3015,0.9296875
1500305532.7363749,3016,0.9609375
1500305534.807403,3019,0.953125
1500305538.8333614,3025,0.953125
1500305540.199582,3027,0.9921875
1500305542.2013576,3030,0.984375
1500305547.5668664,3038,0.9765625
1500305548.9134786,3040,0.984375
1500305549.425051,3041,0.9642857313156128
1500305555.5684056,3042,0.9609375
1500305560.9633234,3050,1.0
1500305573.0129454,3065,0.9765625
1500305574.283926,3067,0.9921875
1500305575.528419,3069,0.96875
1500305576.8067822,3071,0.9921875
1500305578.055198,3073,0.9765625
1500305583.7579846,3082,0.6875
1500305586.3107858,3086,0.78125
1500305596.305117,3099,0.9453125
1500305599.4000998,3103,0.9765625
1500305614.6386566,3122,0.96875
1500305626.0345306,3137,0.96875
1500305626.6746066,3138,0.984375
1500305631.2717736,3144,0.96875
1500305631.8927004,3145,0.9921875
1500305633.1979733,3147,0.9765625
1500305635.13866,3150,0.9765625
1500305638.3682065,3155,0.9609375
1500305641.4336715,3159,0.9921875
1500305642.9648309,3161,0.96875
1500305655.913189,3177,0.9453125
1500305661.198871,3184,0.9296875
1500305664.526784,3188,0.953125
1500305670.8642457,3195,0.9453125
1500305671.6779213,3196,0.9921875
1500305678.3577168,3203,1.0
1500305681.2615547,3206,0.953125
1500305711.0105164,3230,0.9765625
1500305713.5480072,3233,0.9765625
1500305719.0660925,3240,0.9921875
1500305721.3725374,3243,0.9765625
1500305722.1754262,3244,0.9765625
1500305723.729015,3246,0.96875
1500305724.5446181,3247,0.9453125
1500305730.1635804,3254,0.96875
1500305731.6669757,3256,0.9921875
1500305740.9933817,3267,0.9765625
1500305746.0065792,3272,0.9765625
1500305754.2655296,3281,0.984375
1500305756.227757,3283,0.9609375
1500305757.6286464,3285,0.96875
1500305760.4628882,3289,0.953125
1500305762.6550503,3292,0.9765625
1500305772.2730675,3305,0.9765625
1500305773.6489494,3307,0.96875
1500305778.2337213,3313,0.9609375
1500305783.5199354,3321,0.953125
1500305787.3886209,3327,0.96875
1500305788.029562,3328,0.9609375
1500305789.049496,3329,0.921875
1500305793.483043,3333,0.9765625
1500305798.4615312,3338,0.9921875
1500305803.7834096,3345,0.96875
1500305810.4684217,3353,0.9453125
1500305814.652701,3357,0.96875
1500305817.2799802,3361,0.984375
1500305818.6835475,3363,0.9765625
1500305822.8529973,3369,0.984375
1500305824.7766423,3372,1.0
1500305826.1669168,3374,0.9609375
1500305827.7539656,3376,0.9609375
1500305829.0589633,3378,0.9609375
1500305837.6724405,3381,0.8203125
1500305841.094612,3386,0.9765625
1500305850.247964,3398,0.96875
1500305854.260635,3403,0.96875
1500305858.228834,3408,0.9921875
1500305872.7515435,3426,0.96875
1500305876.6656795,3430,0.96875
1500305879.455296,3433,0.984375
1500305883.5628436,3438,1.0
1500305889.1451497,3445,0.9296875
1500305892.6352355,3449,0.9921875
1500305894.2264664,3451,0.9765625
1500305899.0232086,3457,0.9765625
1500305899.8181667,3458,0.953125
1500305904.6723804,3464,0.9765625
1500305910.3990207,3471,0.953125
1500305915.0614104,3477,0.9609375
1500305917.5178978,3480,0.984375
1500305922.3044493,3486,0.9921875
1500305930.0614026,3497,0.9921875
1500305931.374559,3499,0.9296875
1500305936.1655653,3506,0.9609375
1500305938.1586308,3509,1.0
1500305940.151613,3512,0.984375
1500305941.4761226,3514,0.96875
1500305945.2356696,3519,0.984375
1500305958.5821276,3535,0.984375
1500305960.1576138,3537,0.984375
1500305960.963338,3538,0.984375
1500305964.2279062,3542,0.9609375
1500305965.1489155,3543,0.9921875
1500305968.4328995,3547,0.96875
1500305976.7556362,3549,0.9765625
1500305981.7889776,3555,0.9921875
1500305982.6536891,3556,0.953125
1500305988.326037,3563,0.953125
1500305998.385734,3575,0.9609375
1500306002.5323088,3580,0.9765625
1500306004.8809993,3583,0.96875
1500306012.1445518,3592,0.9921875
1500306012.8464382,3593,0.984375
1500306017.63068,3599,0.9609375
1500306018.3097146,3600,0.96875
1500306029.828803,3614,0.9765625
1500306032.917832,3618,0.9765625
1500306034.542929,3620,0.9765625
1500306035.9369006,3622,0.9765625
1500306038.0276215,3625,0.984375
1500306040.1844678,3628,0.984375
1500306046.422713,3637,0.96875
1500306050.8950155,3643,0.9765625
1500306052.3124175,3645,0.96875
1500306061.17735,3656,0.984375
1500306062.089618,3657,0.9609375
1500306067.6436014,3663,0.984375
1500306072.6547644,3670,0.9765625
1500306089.1636438,3694,0.859375
1500306091.3439593,3697,0.9765625
1500306093.3575187,3700,0.9609375
1500306094.7128417,3702,0.9765625
1500306114.2393124,3723,0.9921875
1500306116.2747962,3726,1.0
1500306118.986766,3730,0.9375
1500306119.6684468,3731,0.9453125
1500306120.356608,3732,0.953125
1500306124.4641018,3738,0.9765625
1500306126.492502,3741,0.9765625
1500306127.8925664,3743,0.9765625
1500306134.2177975,3752,0.984375
1500306138.9714472,3759,0.9609375
1500306142.3879647,3764,0.953125
1500306147.995525,3772,0.9765625
1500306150.8671124,3776,0.9921875
1500306152.2739167,3778,0.9921875
1500306153.7614498,3780,0.9921875
1500306162.6604238,3793,1.0
1500306164.044441,3795,0.9921875
1500306166.1088862,3798,0.9609375
1500306174.6401978,3810,0.96875
1500306177.4463322,3814,0.9921875
1500306180.971837,3819,0.9921875
1500306182.3803465,3821,0.9765625
1500306189.3463442,3831,0.9765625
1500306190.7409372,3833,0.9765625
1500306192.2943728,3835,0.984375
1500306201.2598937,3848,0.953125
1500306205.4033124,3854,0.9921875
1500306212.4454937,3864,0.96875
1500306216.0378587,3869,0.96875
1500306220.8916547,3876,0.984375
1500306222.9742866,3879,0.9921875
1500306224.3600233,3881,0.984375
1500306243.7153964,3901,0.921875
1500306244.408954,3902,0.9765625
1500306245.108665,3903,0.9921875
1500306248.661297,3908,0.984375
1500306250.0854774,3910,0.9765625
1500306254.428574,3916,0.9921875
1500306257.2261846,3920,0.8125
1500306263.0132873,3928,0.9609375
1500306267.212189,3934,0.9921875
1500306267.915665,3935,0.9609375
1500306270.7323506,3939,0.953125
1500306278.5257094,3950,0.984375
1500306282.7229953,3956,0.9765625
1500306286.9532862,3962,1.0
1500306289.2123978,3965,0.9609375
1500306299.8623037,3980,0.9765625
1500306302.6896126,3984,0.984375
1500306307.6669705,3991,0.984375
1500306310.4884095,3995,1.0
1500306314.0318587,4000,0.9765625
1500306317.5558615,4005,0.953125
1500306320.3747184,4009,0.9921875
1500306321.0821636,4010,0.953125
1500306322.4927726,4012,0.984375
1500306328.84302,4021,0.9765625
1500306329.6053102,4022,0.96875
1500306337.698868,4033,0.9609375
1500306339.115883,4035,0.9453125
1500306339.8256392,4036,0.953125
1500306344.8017154,4043,0.9765625
1500306346.2335775,4045,0.9765625
1500306346.9427042,4046,0.9453125
1500306347.6510382,4047,0.96875
1500306348.3582973,4048,1.0
1500306351.1960757,4052,0.9921875
1500306352.6062782,4054,0.984375
1500306375.4023366,4076,0.9765625
1500306377.5284712,4079,0.984375
1500306387.6639142,4093,0.96875
1500306391.4896665,4098,0.9921875
1500306392.3951144,4099,1.0
1500306394.239605,4101,0.9921875
1500306401.6677434,4109,0.9921875
1500306405.3088796,4114,0.96875
1500306410.2519755,4121,0.9765625
1500306429.7827494,4149,0.9765625
1500306434.839661,4156,1.0
1500306442.5414598,4167,0.9765625
1500306446.0008547,4172,0.984375
1500306452.288467,4181,1.0
1500306452.9854484,4182,0.96875
